English,Hindi
chit fund,"चि‍ट फंड ,चि‍ट नि‍धि"
circuit breakers,सर्कि‍ट ब्रेकर
circulate,परि‍चालि‍त करना
circulating assets,"चल आस्ति‍यां,चल परि‍संपत्ति‍यां"
circulating capital,चल पूंजी
circulating medium,वि‍नि‍मय माध्यम
circulating of currency,करेंसी संचलन
circulation notes account,संचलन नोट लेखा
circumstantial evidence,परि‍स्थि‍ति‍जन्य साक्ष्य
claim,दावा
claim as right,"अधि‍कार के रूप में दावा करना,अधि‍कार के रूप में दावा मांगना"
claim for refund,धन-वापसी दावा
claim form,"दावा प्रपत्र ,दावा फार्म"
claim liability,दावा संबंधी देयता
claim paid account,प्रदत्त दावा खाता
claimant,दावेदार
claimed dividend,दावाकृत लाभांश
claims for compensation,"प्रति‍कर संबंधी दावे, मुआवजा संबंधी दावे"
class action,वर्गीय कार्रवाई
class antagonism,वर्ग वि‍रोध
class banking,वर्ग-वि‍शेष बैंकिंग
class suit,"वर्ग द्वारा वाद ,वर्ग द्वारा मुकदमा"
classification code,वर्गीकरण कूट
classification of rating,दर-नि‍र्धारण वर्गीकरण
classification of risks,जोखि‍म वर्गीकरण
classification of wants,आवश्यकताओं का वर्गीकरण
classified stock,वर्गीकृत स्टॉक
clause,खंड
clause of the Act,अधि‍नि‍यम का खंड
clean acceptance,"पूर्ण सकार, शर्तरहि‍त सकार ,शर्तरहि‍त स्वीकृति"
clean advance,बेजमानती अग्रि‍म
clean bill,"नि‍र्बंध बि‍ल, प्रलेखरहि‍त बि‍ल"
clean cash book,पक्की नकदी बही
clean collections,नि‍र्बंध वसूलि‍यां
clean credit,बेजमानती ऋण
clean float,शुद्ध वि‍नि‍मय दर
"clean goods , items","भारमुक्त माल ,भारमुक्त वस्तुएं"
clean items,मदें
clean limit,बेजमानती ऋण-सीमा
clean loan,बेजमानती ऋण
clean on account,लेखा-शोधन
clean overdraft,बेजमानती ओवरड्राफ्ट
clean price,"मूल कीमत ,मूल भाव"
clean risk,स्पष्ट जोखि‍म
clean title,स्पष्ट स्वत्वाधि‍कार
clean transition,नि‍र्बाध संक्रमण
clear days,पूरे दि‍न
clear title,स्पष्ट हक
clearance certificate,"अनापत्ति प्रमाणपत्र, नि‍कासी प्रमाणपत्र"
clearance of cheques,चेकों का समाशोधन
clearance of imports,आयातों की नि‍कासी
clearance of title,हक की मंजूरी
cleared security,समाशोधि‍त प्रति‍भूति
clearing,समाशोधन
clearing agreement,नि‍कासी करार
clearing and forwarding agent,नि‍कासी और अग्रेषण एजेंट
clearing house,समाशोधन गृह
clearing forwarding and collection charges,नि‍कासी
client,ग्राहक
clientele,ग्राहकवर्ग
