English,Hindi
Expedite,शीघ्र कार्रवाई करना
Expel,"निकाल देना,निष्कासित करना"
Expenditure,"व्यय,ख़र्च"
Experience,अनुभव
Experiment,"प्रयोग,परीक्षण"
Expert,विशेषज्ञ
Expiry,समाप्‍ति
Expiry date,समाप्ति तिथि
Explanation," व्याख्या ,स्पष्‍टीकरण"
Explicit,स्पष्‍ट
Exploitation," शोषण ,समुपयोजन"
Explore," खोज करना ,पता लगाना"
Explosion,विस्फोट
Export,निर्यात
Ex-post facto,कार्योत्‍तर
Express," एक्सप्रेस ,तुरंत , अभिव्यक्‍त करना,व्यक्‍त करना"
Expression," अभिव्यक्‍ति , वाक्यांश,पद"
Expulsion,निष्कासन
Expunge,"निकालना, हटा देना"
Extend,"बढ़ाना,विस्तार करना"
Extent," विस्तार, सीमा"
External," बाह्‌य , विदेशी, विदेश"
Extortion, ऐंठना
Extra,अतिरिक्‍त
Extract,उद्‌धरण
Extraordinary,असाधारण
Extravagant,"फि़जूलख़र्च,अपव्ययी"
Extremist," अतिवादी , उग्रवादी"
Extrovert,बहिर्मुखी
Eye witness,"प्रत्यक्ष साक्षी,चश्मदीद गवाह"
Fabricate," गढ़ना , निर्माण करना"
Face value,अंकित मूल्य
Facilitate,सुकर बनाना
Facility,सुविधा
Facsimile," अनुलिपि , प्रतिकृति"
Fact,तथ्य
Factionalism," गुटबंदी ,गुटवाद"
Factor,कारक
Factory,"कारख़ाना,निर्माणी, फ़ैक्टरी"
Factual,"तथ्यपूर्ण,तथ्यात्मक"
Faculty," संकाय , शिक्षण स्टाफ , शक्‍ति"
Fail," असफल होना , चूकना , अनुत्‍तीर्ण होना , दिवालिया हो जाना"
Fair," स्वच्छ , उचित ,निष्पक्ष , पर्याप्त ,  साधारण , मेला"
Faith," विश्‍वास,आस्था"
Fake,"नकली,जाली"
Family,"परिवार,कुटुंब"
Famine,"अकाल, दुर्भिक्ष"
Fare,किराया
Farewell,विदाई
Farming,"खेती,कृषि"
Fatigue,थकान
Fault," दोष , चूक , त्रुटि"
Favour," अनुग्रह,कृपा , पक्षपात"
Feasibility,साध्यता
Federation,परिसंघ
Fee,"शुल्क,फ़ीस"
Feed back," पुनर्भरण , प्रतिपुष्‍टि"
Feeling," भाव,अनुभूति,भावना ,संवेदन"
Felicitate,बधाई देना
Fellow," साथी ,अध्येता , अधिसदस्य"
Fellowship," अध्येतावृत्‍ति , अधिसदस्यता"
Female,"स्त्री,महिला"
Fertile,"उपजाऊ,उर्वर"
Fictitious,कल्पित
Fidelity,निष्ठा
Field,क्षेत्र
Figure," अंक , आकृति"
File," फ़ाइल, मिसिल ,संचिका,फ़ाइल करना ,दाखि़ल करना"
Filing,"मिसिलबंदी,फ़ाइल करना"
Film,"फि़ल्म,चलचित्र"
Final,अंतिम
Finance," वित्‍त , वित्‍त पोषण करना"
Financial,"वित्‍तीय, वित्‍त संबंधी"
Financier,वित्‍तपोषक
Findings,निष्कर्ष
Fine,जुर्माना
Fine arts,ललित कलाएँ
Finger print,अंगुली-छाप
Finished goods,तैयार माल
Fire," आग , नौकरी से निकालना"
Firing," गोलीकांड ,गोली चलाना,गोली चलना"
