English,Hindi
clasmatocyte (macrophage),"क्लासमैटोसाइट, भंजक कोशिका"
clasper,"आलिंगक, क्लेस्पर"
classifier,सम्भाजक
claudication,"खंजता, क्लॉडीकेशन, लंगड़ापन"
claustrophobia,संवृति भीति
claustrum,"रोधपट, क्लॉस्ट्रम"
clavicle,"क्लैविकल, जत्नुक"
clavipectoral,जत्रुक वक्ष-
claw-foot (pes cavus),नखरपाद
claw-hand (=main en griffe),नखरहस्त
clearance,उत्सर्जन
cleavage,विदलन
cleft,विदर
cleidotomy,"अक्षकछेदन, अक्षककर्तन"
clenching,बन्धन
clepsydra,रेतघड़ी
clicking,क्वणन
clinic,"निदानशाला, क्लीनिक"
clinician,"चिकित्सक, क्लिनिशियन"
clinicopathologic,लक्षण-वैकृतिक
clinker," झांबा , अवशिष्ट राख"
clinodactyly,"क्लाइनोडैक्टिली, वक्रांगुलिता"
clinoid (clinicideus),"स्थाणुक, क्लीनॉइड"
clitoris (=clitoridis),भग शिश्निका
clivus,जतूक प्रवण
cloaca,"अवस्कर गुहा, क्लोएका"
cloasma (=chloasma),त्वक्‌ विवर्णता
clockwise,दक्षिणावर्त
clog,उपरोधन
clonic,अवमोटन-
clonorchiosis,क्लोनॉकिम रुग्णता
clonus,"क्लोनस, अवमोटन"
closet,मलाधार
clot,"स्कन्द, थक्का, आतंच"
club-foot (=talipes),मुद्गरपाद
club-hand,मुद्गरहस्त
clump,पुंज
clyster,"गुदवस्ति, एनिमा"
coacervation,संद्रवावक्षेपण
coadaptation,सहअनुकूलन
coagulant,स्कंदक
coagulation,"स्कंदन, आतंचन"
coagulometer,स्कंदन मापी
coagulum,"थक्का, स्कंदन"
coalescence,संश्लेष
coaretation," सम्पीडन , निकुचन"
coarse,खर्खर
coat," लेप, विलेप , आवरण , कंचुक, पटल"
coating," विलेपन, लेपन , आवरण"
coaxial,समाक्ष
cocainized,कोकेन प्रभावित
coccus,"कॉकस, गोलाणु"
coccygeus,"अनुत्रिका, कॉसिजियस"
coccydynia (coccygodynia),"अनुत्रिक वेदना, अनुत्रिकार्ति, कॉक्सीडाइनिया"
coccyyx,"कॉक्सिक्स, अनुत्रिक"
cochlea,"कर्णावर्त, कॉक्लिया"
cochlearaeformis,कर्णावर्त रूपी
cochleare,चम्मचभर
"cochleare amplurn (=cochleare magnum, Coch. amp. cochleare maximum)",एक मझला चम्मच भर
cochleare minimum (=coch. min. cochleare parvum),एक छोटा चम्मच भर (एक चाय चम्मच भर)
cocoon,"कोकून, कोया"
cocosmia,अपघ्राणता
ode," कोड, संहिता , कोड, कूट"
co-distillation,सहआसवन
co-dominance,सहप्रभाविता
codominant,सहप्रभावी
co-efficient,गुणांक
coeliac,कुक्षि
coelom,"गुहा, देहगुहा, सीलॉम"
coelospermous,अवतलबीजी
coenocytic,संकोशिकी
co-enzyme,सह ऐन्जाइम
coeruleus,नील
coeur-en-sabot,बूटसम हृदय
cofactor,सहखंड
coffin,शवपेटी
cognition,बोध
cohabitation,सहवास
coherent,संसक्त
cohesiveness (formulation),संसंजनशीलता
cohobation,"पुनःपुनरावसन, कोहोबेशन"
coil,कुण्डली
coincidence,संपात
coitus,मैथुन
colation,स्थूल निस्यंदन
cold blooded,"अनियत तापी, असमतापी"
colic,बृहदान्त्र
collaboration,सहयोग
collagenosis,"कोलेजनरुग्णता, कोलेजनता"
collapse,निपात
collar,कॉलर
collar bone,जन्रुक
collateral,समपार्श्वी
collecting,संग्राही
colliculus,वप्र
colliquative,द्रवणशील
collunarium,"कोलूनेरियम, नासाधावन"
collutorium (collut.),"मुखधावन, कॉलुटोरियम"
collutory," मुखधावन , कंठल्लेप"
collyrium (collyr.),"नेत्र लोशन, नेत्र धावन, कॉलीरियम"
"colocynth (=bitter apple, colocynthis)","इन्द्रवारुणी, इन्द्रायण"
colon,"बृहदान्त्र, कोलन"
colony," कॉलोनी, निवह , उपनिवेश"
coloptosis,बृहदान्त्रभ्रंश
colorant,रंजक
colostomy,बृहदान्त्र छिद्रीकरण
colostrum,"प्रथमस्तन्य, खीस"
colourfastness,वर्ण स्थिरता
colour-sense,वर्णबोध
colpectomy,योनि-उच्छेदन
colpocystopexy ,योनि-वस्ति स्थिरीकरण
colpography,योनिचित्रण
colpomicroscope,"कॉल्पोमाइक्रोस्कोप, योनिसूक्ष्मदर्शी"
colpoperineorrhaphy,मूलाधार-योनिभित्तिसीवन
colporrhaphy,"योनिभित्तिसीवन, काल्पोरेफी"
colporrhexis,योनिभित्तिविदर
colposcopy,"कॉल्पोस्कोपी, योनिदर्शन"
colpotomy,योनिभित्तिछेदन
colugo,"कोल्युगो, सपक्ष लीमर"
column,स्तम्भ
coma,"कोमा, संन्यास"
comatose,संन्यस्त
combination,संयोजन
combustible,दह्य
combustion,दहन
comedone (=black head),"कोमेडो, त्वक्‌ कील"
commensalism,सहभोजिता
comminute,विघूर्णन
commissure,"संधायी, संयोजिका, परियोजक"
commissurotomy,संयोजिकाछेदन
committee,समिति
common cold,"प्रतिश्याय, जुकाम, जलदोष"
commotio cerebri (=concussion),प्रमस्तिष्क संघट्ट
commotio retinae,"कोमोशिओ रेटिनी, दृष्टिपटल संघट्ट"
communicable,संचारणशील
communicans,संगम
community,समुदाय
commutator,दिक्परिवर्तक
compaction,संहनन
compatibility,संयोज्यता
compensation," सम्पूर्ति, क्षतिपूर्ति , प्रतिकार"
"compensator, Amici",आमिसी प्रतिकारित्र
compensatory,क्षतिपूरक प्रतिकारी
