WID,English,Hindi,
3879,"exemption from duty","शुल्क से छूट",
3880,"exemption from payment","भुगतान से छूट",
3881,"exemption from provision","प्रावधान से छूट",
3882,"exemption from taxation","कराधान से छूट",
3883,"exercise","अभ्यास",
3884,"exercise of power","शक्ति‍ का प्रयोग",
3885,"exercise of voting right","मताधि‍कार का प्रयोग",
3886,"exercise price","प्रयोग मूल्य , कीमत",
3887,"ex-facie","प्रत्यक्षत:",
3888,"ex-factory price","फैक्टरी , कारखाना कीमत",
3889,"ex-godown price","गोदाम कीमत",
3890,"ex-gratia","अनुग्रहपूर्वक",
3891,"ex-gratia payment","अनुग्रह भुगतान",
3892,"exhaust price","नि‍:शेष कीमत",
3893,"exhaustible resources","क्षयशील, समाप्य संसाधन",
3894,"exhaustive","परि‍पूर्ण",
3895,"exhaustive dealing agreement","परि‍पूर्ण, नि:शेष, व्यापक लेनदेन समझौता",
3896,"exhaustive expenditure","परि‍पूर्ण, नि:शेष व्यय",
3897,"exhaustive permit","व्यापक परमि‍ट",
3898,"exhibit","प्रदर्शन करना",
3899,"exhibition of losses","हानि‍यों का प्रदर्शन , नि‍रूपण",
3900,"exigencies","अत्यावश्यकता",
3901,"exiguity of a market","बाजार की लघुता , कमी, स्वल्पता",
3902,"ex-India","भारत के बाहर",
3903,"ex-interest","ब्याज रहि‍त",
3904,"exit load","नि‍कास प्रभार",
3905,"exit policy","नि‍कास नीति",
3906,"exit route","नि‍कास मार्ग",
3907,"ex-mine price","खान कीमत",
3908,"ex-officio","पदेन",
3909,"ex-officio member","पदेन सदस्य",
3910,"exogenity of money supply","मुद्रा आपूर्ति की बहि‍र्जन्यता",
3911,"exogenous developments","बहि‍र्जात , बाह्य गति‍वि‍धि‍यां",
3912,"exonerate","माफी देना",
3913,"exonerate absence","अनुपस्थि‍ति माफ करना",
3914,"exotic currencies","अंतरराष्ट्रीय मुद्रा बाजार में अप्रचलि‍त मुद्राएं (कम वि‍कसि‍त देशों की मुद्राएं)",
3915,"exotic goods","वि‍देशी वस्तुएं",
3916,"expanding market","वि‍स्तारशील बाजार",
3917,"expansion and contraction of liquidity","चलनि‍धि का वि‍स्तार और संकुचन",
3918,"expansion of credit","ऋण वि‍स्तार",
3919,"expansion of currency","मुद्रा वि‍स्तार",
3920,"expansionary fiscal stance","वि‍स्तारकारी राजकोषीय रुख",
3921,"expansionary impact","वि‍स्तारी, वि‍स्तारक प्रभाव",
3922,"ex-parte injunction","एकपक्षीय व्यादेश, नि‍षेधाज्ञा",
3923,"ex-patriate staff","स्वदेश छोड़नेवाला स्टाफ",
3924,"ex-patriation","नि‍र्वासन",
3925,"ex-patriation permit","देशत्याग परमि‍ट",
3926,"expectation","प्रत्याशा",
3927,"expectation equilibrium","प्रत्याशामूलक संतुलन",
3928,"expected output","प्रत्याशि‍त उत्पादन",
3929,"expected rate of return","प्रति‍लाभ की प्रत्याशि‍त दर",
3930,"expected return","प्रत्याशि‍त प्रति‍लाभ",
3931,"expedient","समीचीन",
3932,"expedient in public interest","लोक हि‍त में समीचीन",
3933,"expeditious disposal","शीघ्र नि‍पटान",
3934,"expend","व्यय, खर्च करना",
3935,"expenditure","व्यय",
3936,"expenditure and appropriations","व्यय और वि‍नि‍योजन",
3937,"expenditure control","व्यय नि‍यंत्रण",
3938,"expenditure restraint","व्यय नि‍र्बंधन, प्रति‍बंध",
3939,"expenditure rules","व्यय नि‍यमावली",
3940,"expenditure sanction","व्यय की मंजूरी",
3941,"expenditure tax","व्यय कर",
3942,"expense","खर्च",
3943,"expense account","खर्च लेखा",
3944,"expense incurred but not paid","उपगत परंतु अदत्त खर्च",
3945,"expense loading","खर्च प्रभार शामि‍ल करना",
3946,"expense ratio","खर्च अनुपात",
3947,"expenses of investigation","अन्वेषण, जांच-पड़ताल खर्च",
3948,"expenses of liquidation","परि‍समापन पर खर्च",
3949,"expenses of management","प्रबंध खर्च",
3950,"experimental farming","प्रायोगि‍क खेती",
3951,"expert opinion","वि‍शेषज्ञ की राय",
3952,"expertise","वि‍शेषज्ञता",
3953,"expiration notice","समापन सूचना",
3954,"expired accounts","अवधि-समाप्त , गतावधि, कालातीत खाते",
